U.S. Energy Information Administration,,,,,,,,,,,,,
February 2020 Monthly Energy Review,,,,,,,,,,,,,
,,,,,,,,,,,,,
0,,,,,,,,,,,,,
,,,,,,,,,,,,,
"Release Date: February 25, 2020",,,,,,,,,,,,,
"Next Update: March 26, 2020",,,,,,,,,,,,,
,,,,,,,,,,,,,
Table 7.2b Electricity Net Generation: Electric Power Sector,,,,,,,,,,,,,
,,,,,,,,,,,,,
Month,"Electricity Net Generation From Coal, Electric Power Sector","Electricity Net Generation From Petroleum, Electric Power Sector","Electricity Net Generation From Natural Gas, Electric Power Sector","Electricity Net Generation From Other Gases, Electric Power Sector","Electricity Net Generation From Nuclear Electric Power, Electric Power Sector","Electricity Net Generation From Hydroelectric Pumped Storage, Electric Power Sector","Electricity Net Generation From Conventional Hydroelectric Power, Electric Power Sector","Electricity Net Generation From Wood, Electric Power Sector","Electricity Net Generation From Waste, Electric Power Sector","Electricity Net Generation From Geothermal, Electric Power Sector","Electricity Net Generation From Solar, Electric Power Sector","Electricity Net Generation From Wind, Electric Power Sector","Electricity Net Generation Total (including from sources not shown), Electric Power Sector"
,(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours),(Million Kilowatthours)
04/01/1988,109135.472,7493.961,19241.49,Not Available,40066.609,Not Available,19103.915,68.986,70.548,818.823,0.478,0.031,196000.313
05/01/1988,115195.008,7210.616,23154.533,Not Available,40650.384,Not Available,21238.404,38.89,76.751,804.966,1.263,0.016,208370.831
06/01/1988,132267.995,9754.321,26808.398,Not Available,44079.082,Not Available,18832.948,80.642,68.454,853.815,1.358,0.013,232747.026
07/01/1988,144301.353,14059.314,31284.129,Not Available,49828.437,Not Available,16903.664,82.193,71.663,928.768,1.115,-0.004,257460.632
08/01/1988,152376.525,16068.103,32701.666,Not Available,49035.279,Not Available,16447.181,96.023,80.401,886.209,1.131,0.022,267692.539
09/01/1988,124409.811,10013.751,22213.483,Not Available,46270.481,Not Available,16270.154,78.313,72.431,849.671,0.971,0.005,220179.071
10/01/1988,121339.387,13235.78,17315.929,Not Available,42591.127,Not Available,15112.129,75.019,72.517,865.865,0.137,0.033,210607.923
11/01/1988,121053.811,14962.382,14542.603,Not Available,39583.296,Not Available,18466.168,75.64,49.857,859.595,0.068,0.031,209593.452
12/01/1988,136427.1,18352.213,13027.227,Not Available,44051.863,Not Available,19912.843,76.661,54.267,849.434,0.059,0.053,232751.721
01/01/1989,135938.512,15399.021,15627.89,38.565,46327.876,Not Available,21256.051,493.576,438.211,1279.108,6.957,145.754,236975.475
02/01/1989,127899.361,17825.259,18592.111,34.832,38724.747,Not Available,18909.824,459.245,423.7,1154.869,7.414,223.489,224276.487
03/01/1989,127435.17,16739.795,22382.883,38.565,39636.347,Not Available,22994.049,523.072,286.842,1362.218,19.086,255.996,231697.978
04/01/1989,116097.898,11611.643,25170.426,37.32,33494.851,Not Available,24452.258,448.192,399.303,1181.97,23.655,238.112,213178.81
05/01/1989,119774.96,9982.387,26481.529,38.565,38338.755,Not Available,28485.647,328.105,648.567,1252.563,15.56,204.252,225574.844
06/01/1989,129335.273,12645.206,27521.678,37.32,42976.005,Not Available,26285.128,394.676,660.156,1236.567,21.626,156.368,241293.185
07/01/1989,139415.012,12133.086,33845.86,38.565,52331.024,Not Available,23024.39,418.792,787.752,1254.023,35.589,142.075,263450.123
08/01/1989,142696.276,11030.939,33129.386,38.565,54947.688,Not Available,20501.41,509.427,746.015,1210.107,26.226,103.095,264963.09
09/01/1989,127608.668,10115.707,28452.468,37.32,44836.739,Not Available,19213.843,460.086,837.68,1126.904,31.453,280.158,233024.209
10/01/1989,123078.513,8298.775,27504.445,38.565,43557.735,Not Available,20388.18,489.893,872.196,1185.474,28.156,175.613,225641.499
11/01/1989,125034.968,11392.068,20191.404,37.32,43399.433,Not Available,21515.798,520.572,873.596,1130.863,24.616,122.834,224266.655
12/01/1989,148051.586,21831.074,18395.048,38.565,50783.516,Not Available,22162.631,536.472,768.897,1218.775,10.263,64.296,263885.078
01/01/1990,133686.091,11696.917,16039.439,52.752,55119.378,-152.501,24090.073,626.338,941.146,1362.239,14.995,301.281,243779.161
02/01/1990,117001.605,9533.273,14590.4,47.647,49962.644,-277.354,24972.52,633.1,870.27,1245.569,17.994,231.216,218829.798
03/01/1990,124125.711,10333,20680.483,52.752,46087.114,5.78,28660.886,660.809,1003.955,1369.912,25.492,245.229,233252.134
04/01/1990,118200.1,10301.246,22255.089,51.05,38516.014,-308.257,26268.032,622.866,937.505,1080.717,27.741,420.392,218373.475
05/01/1990,120745.756,9590.551,26798.16,52.752,42945.119,-159.195,27765.311,477.301,942.207,1276.053,46.636,350.327,230831.99
06/01/1990,133687.425,13558.968,33141.68,51.05,46332.308,-215.518,28545.606,313.568,987.836,1327.528,37.938,406.379,258175.748
07/01/1990,145515.887,13026.456,36308.701,52.752,53644.726,-307.056,24499.447,532.275,932.84,1337.508,46.636,119.111,275710.296
08/01/1990,148485.949,11058.723,38215.897,52.752,55758.133,-383.739,21909.825,671.338,981.744,1319.564,48.885,70.065,278190.148
09/01/1990,136579.089,8107.098,33062.008,51.05,48484.924,-451.376,17810.431,656.139,998.027,1240.928,31.34,91.085,246661.723
10/01/1990,131225.899,7311.794,28603.739,52.752,43395.118,-301.729,19328.309,609.55,1019.176,1300.851,33.74,203.189,232783.401
11/01/1990,124997.073,6319.497,20668.422,51.05,45034.367,-390.788,20837.893,552.684,944.028,1246.553,16.345,231.216,220509.317
12/01/1990,137858.337,8026.406,19122.332,52.752,51581.833,-566.008,25064.791,676.477,941.192,1326.848,19.344,119.111,244224.427
01/01/1991,143562.504,9332.097,19664.753,61.072,54368.993,-378.288,26608.312,873.713,1154.882,1390.526,19.928,62.125,256754.81
02/01/1991,119210.811,8792.676,16507.563,55.162,47862.642,-419.651,22810.329,540.342,1034.215,1212.415,21.482,289.918,217948.786
03/01/1991,119714.862,8889.782,22188.512,61.072,49121.188,-419.459,26797.388,514.168,1192.835,1384.412,6.077,207.084,229692.112
04/01/1991,113699.175,8079.679,24664.017,59.102,41631.054,-407.238,26649.583,381.166,1207.035,1242.549,6.501,238.147,217483.859
05/01/1991,125318.569,11126.658,28213.584,61.072,46754.597,-315.352,29382.596,453.022,1274.401,1270.784,62.751,362.397,243999.271
06/01/1991,133467.95,11292.308,29371.659,59.102,54208.487,-258.919,26643.87,506.373,1196.714,1355.265,67.133,155.313,258098.345
07/01/1991,145637.952,11142.037,37464.644,61.072,60734.6,-455.155,25231.072,497.427,1111.617,1354.493,82.396,155.313,283051.659
08/01/1991,145837.257,12007.703,37254.405,61.072,58472.648,-309.58,22525.849,745.939,1211.231,1340.937,71.514,227.793,279480.961
09/01/1991,130613.061,8750.012,30031.692,59.102,51873.616,-316.919,19143.617,885.522,1149.601,1257.745,60.207,207.084,243747.43
10/01/1991,126953.34,6561.152,30541.526,61.072,47652.637,-411.542,18331.347,760.611,1035.448,1327.954,35.616,424.523,233307.875
11/01/1991,130596.968,7876.902,22842.625,59.102,46295.177,-469.947,19169.128,713.65,1175.914,1390.1,25.157,424.523,230132.388
12/01/1991,134233.187,8947.157,19028.379,61.072,53589.448,-379.385,22726.351,863.742,1110.035,1439.264,13.003,196.73,241863.175
01/01/1992,139227.837,10583.348,20494.781,102.696,57848.681,-469.755,22537.775,909.96,1425.762,1415.114,8.702,150.001,254275.541
02/01/1992,123416.887,8606.287,20478.253,96.07,52803.662,-287.242,18723.743,645.417,1375.313,1246.593,11.098,515.629,227669.728
03/01/1992,129445.831,9137.74,25216.944,102.696,45835.381,-565.073,22701.14,547.37,1312.039,1419.386,14.124,328.128,235536.343
04/01/1992,121568.769,6748.271,27759.865,99.383,42267.583,-354.464,20318.818,519.208,1161.777,1284.733,29.257,318.753,221761.28
05/01/1992,125481.368,5348.515,28742.424,102.696,45627.313,-289.757,23156.319,331.85,1428.219,1360.468,46.913,93.751,231470.718
06/01/1992,131401.47,7788.109,31666.964,99.383,51185.047,-112.825,23399.026,626.323,1370.884,1344.893,45.904,75.001,248929.508
07/01/1992,151091.554,8859.293,40474.767,102.696,56048.753,-235.638,20460.946,720.938,1423.791,1364.252,62.172,75.001,280489.163
08/01/1992,143864.578,7181.109,36455.697,102.696,58655.626,-418.215,18956.442,851.473,1399.003,1374.444,60.406,140.626,268664.523
09/01/1992,135083.413,7096.199,33062.196,99.383,50919.47,-230.924,17508.656,760.321,1369.175,1277.633,46.03,318.753,247349.633
10/01/1992,129711.159,7166.535,25868.244,102.696,48783.96,-412.202,17219.311,869.756,1259.357,1348.255,37.581,243.752,232239.043
11/01/1992,127272.642,7093.764,22842.205,99.383,50725.542,-453.717,20256.336,897.772,976.41,1344.244,28.375,281.252,231403.537
12/01/1992,140148.311,6628.742,21211.783,102.696,58075.245,-346.77,24777.171,810.707,1422.156,1357.949,9.08,346.878,254584.588
01/01/1993,140574.907,7667.122,20892.492,82.087,59076.169,-536.16,25771.43,922.733,1657.577,1442.919,9.366,247.393,257842.658
02/01/1993,132156.545,7349.55,20841.993,74.143,51319.099,-447.04,20800.303,822.948,1282.598,1402.587,17.759,49.479,235701.235
03/01/1993,138593.548,9075.572,24826.749,82.087,46605.706,4.992,24320.058,850.315,1623.087,1461.515,34.544,519.526,248032.322
04/01/1993,122256.561,5512.5,22052.109,79.439,43198.624,-421.345,26382.244,687.848,1182.77,1450.613,54.127,371.09,222840.085
05/01/1993,122818.533,5578.488,20942.573,82.087,50366.855,-128.017,30373.235,424.793,1368.004,1290.074,49.505,371.09,233571.843
06/01/1993,139692.512,8270.361,32242.07,79.439,52620.167,-162.783,27600.731,455.265,1388.795,1299.847,35.395,86.588,263641.893
07/01/1993,160942.87,12011.412,41905.624,82.087,56502.161,-163.676,24462.669,549.663,1332.762,1426.937,62.398,136.066,299285.597
08/01/1993,158704.143,12683.55,45287.448,82.087,56208.868,-461.175,20758.715,938.895,1107.686,1448.882,68.237,74.218,296936.176
09/01/1993,136152.113,10336.245,33014.883,79.439,49988.643,-429.249,18049.914,833.66,1354.851,1397.201,56.56,136.066,251003.831
10/01/1993,133028.088,8111.584,30283.827,82.087,44434.321,-558.799,18004.068,854.222,1339.294,1385.085,33.936,284.502,237316.837
11/01/1993,134411.994,7921.24,27141.927,79.439,46862.472,-302.143,18769.996,917.531,1249.995,1371.456,26.759,457.677,238941.85
12/01/1993,146132.338,10907.7,22790.135,82.087,53108.129,-430.177,22230.3,893.978,1335.918,1411.45,13.866,272.132,258782.48
01/01/1994,155627.101,15825.255,22319.587,92.747,56846.753,-414.822,20826.757,1150.057,1130.554,1412.708,25.368,0,274862.376
02/01/1994,133605.869,10465.244,19241.706,83.772,49821.381,-267.113,19958.19,812.335,1194.765,1284.857,21.584,100.401,236341.334
03/01/1994,136041.525,8628.372,24081.673,92.747,48969.479,-250.355,23040.371,818.589,1409.258,1294.141,49.475,546.629,244742.213
04/01/1994,122009.284,8318.377,26808.3,89.755,43192.096,-238.332,24115.206,707.222,1262.668,1325.641,48.074,412.761,228070.706
05/01/1994,128833.659,7577.159,27393.044,92.747,48525.043,-265.816,25285.426,414.341,1553.961,1301.071,50.036,368.138,241149.117
06/01/1994,150215.334,10716.954,40731.943,89.755,51751.052,-396.78,24423.923,531.721,1519.26,1168.938,56.483,368.138,281196.375
07/01/1994,155046.372,10099.205,46180.999,92.747,59122.618,-251.655,22812.47,909.068,1429.149,1238.416,53.119,189.647,296942.463
08/01/1994,154238.173,6572.441,49278.5,92.747,60104.031,-160.138,19820.578,757.81,1406.746,1364.68,39.384,133.868,293669.13
09/01/1994,134544.362,5448.297,38160.59,89.755,55628.189,-313.657,16186.894,692.456,1297.022,1261.829,49.615,312.359,253377.365
10/01/1994,132076.877,4949.521,34362.058,92.747,50702.568,-266.748,17101.532,863.998,1548.367,1294.504,55.782,356.982,243158.498
11/01/1994,125930.588,4856.304,30172.783,89.755,55279.658,-326.448,18695.046,809.666,1520.051,1280.548,27.611,490.85,238846.067
12/01/1994,138106.948,5219.49,26958.141,92.747,60496.964,-225.961,21738.433,765.018,1712.044,1308.122,10.091,167.335,256369.682
01/01/1995,145267.305,4658.381,26378.645,163.649,63341.706,-421.049,24434.76,537.346,1441.399,1151.068,5.211,5.703,266982.236
02/01/1995,131022.453,7887.1,22400.125,147.812,51858.111,77.278,24606.214,418.03,1248.81,835.906,9.024,23.382,240550.606
03/01/1995,129516.21,3450.021,32524.436,163.649,51879.92,216.616,28071.151,539.026,1265.928,918.627,17.666,4.562,248585.925
04/01/1995,121167.787,3712.98,30094.136,158.37,49320.883,32.986,24145.375,664.856,1677.448,794.558,51.22,6.843,231844.972
05/01/1995,128539.292,4916.989,33640.039,163.649,54386.954,80.689,27296.888,499.17,1066.984,718.396,67.997,408.613,251803.772
06/01/1995,140857.91,4952.429,38730.404,158.37,56380.848,-432.561,29697.961,460.43,1569.461,791.132,81.342,498.433,273763.687
07/01/1995,161553.153,8121.871,52865.374,163.649,62037.146,-251.165,26991.234,825.347,1514.104,860.002,72.572,619.905,315391.306
08/01/1995,170042.788,9248.235,60566.355,163.649,61660.819,-244.513,23952.016,859.432,1603.928,1478.777,70.284,545.767,329965.651
09/01/1995,137952.2,5431.737,41574.692,158.37,55689.862,-297.417,19677.75,698.257,1565.637,1034.776,52.237,572.856,264128.486
10/01/1995,133951.168,3919.799,31476.719,163.649,54293.47,-635.032,22747.616,789.055,1704.994,1744.081,35.968,256.63,250466.23
11/01/1995,136583.551,3943.608,26272.859,158.37,52708.355,-334.788,25096.1,672.87,1736.859,1562.952,25.165,125.179,248568.61
12/01/1995,149602.502,7902.703,22654.809,163.649,59844.049,-516.175,28693.371,632.955,1590.226,1487.983,8.134,96.379,272178.698
01/01/1996,155428.691,8740.992,23145.702,113.594,62941.562,-464.721,30190.041,764.192,1158.647,968.3,12.993,147.279,283164.316
02/01/1996,140232.939,9153.968,19212.431,106.265,55927.692,-471.342,31246.296,521.918,1321.348,987.784,19.079,111.817,258386.14
03/01/1996,141140.094,6774.972,21933.493,113.594,55473.88,-88.686,33295.511,650.807,1485.455,926.931,59.209,187.533,261969.837
04/01/1996,127693.673,3554.463,23947.867,109.93,50325.24,54.545,31292.068,384.996,1311.057,1053.34,74.34,244.4,240062.412
05/01/1996,137115.928,4432.699,36652.423,113.594,55636.922,-72.397,32685.497,531.431,1352.102,707.462,85.689,391.679,269650.072
06/01/1996,148971.279,6197.986,41417.214,109.93,57497.751,-253.105,31372.82,672.45,1591.636,1060.028,91.281,375.705,289121.468
07/01/1996,161666.107,8420.41,49201.32,113.594,60953.431,-182.96,28374.968,798.583,1700.869,1519.593,71.215,535.125,313189.297
08/01/1996,164996.464,7028.775,50793.369,113.594,61476.508,-212.965,25811.954,922.524,1286.484,1572.002,31.907,415.001,314252.66
09/01/1996,145153.849,5391.368,39290.067,109.93,54592.87,-405.79,21755.618,695.806,1512.597,1359.024,10.033,351.425,269833.291
10/01/1996,145458.67,3730.071,31445.012,113.594,50612.356,-382.11,22204.205,919.246,1762.876,1452.37,28.289,253.026,257614.647
11/01/1996,148092.563,4769.302,23822.316,109.93,52131.809,-507.372,23148.959,871.832,1632.954,1473.885,19.901,98.718,255681.29
12/01/1996,156022.734,6587.858,17896.078,113.594,57158.525,-101.175,29780.9,652.595,1700.174,1247.965,17.269,122.36,271215.921
01/01/1997,164259.486,9148.459,18820.869,130.231,58914.427,-507.206,32422.741,850.022,1333.64,1115.892,11.748,120.475,286626.118
02/01/1997,137486.321,4982.042,18984.181,117.628,50657.615,-332.491,31001.351,591.08,1444.077,833.894,34.215,108.923,245913.654
03/01/1997,140371.152,4832.967,25628.745,130.231,50414.084,-217.216,34423.384,674.079,1443.364,1178.867,44.935,148.531,259078.457
04/01/1997,134172.15,4366.151,26585.961,126.03,44882.839,-273.586,31553.015,682.322,1641.514,1303.916,61.969,324.018,245431.459
05/01/1997,138618.583,4951.112,31266.462,130.231,47031.786,-19.477,33627.131,734.112,1700.188,1267.653,52.864,350.423,259716.402
06/01/1997,148700.259,7483.573,40091.513,126.03,52094.784,-227.064,33894.816,575.969,1532.816,1035.731,78.122,517.108,285908.819
07/01/1997,170167.271,10089.968,56922.638,130.231,57352.132,-274.004,31140.592,702.916,1596.171,1377.737,72.395,509.406,329792.786
08/01/1997,165377.068,8576.106,52463.179,130.231,61083.7,-298.055,26467.482,755.388,1612.905,1360.902,60.207,530.31,318124.758
09/01/1997,154218.768,8550.589,45480.715,126.03,52586.11,-371.14,23017.552,703.115,1377.63,1298.792,33.774,260.204,287287.304
10/01/1997,154806.215,7889.733,32793.804,130.231,46981.239,-440.578,24331.633,974.82,1636.669,1283.962,32.6,274.507,270700.17
11/01/1997,148728.808,7407.142,23992.55,126.03,51188.914,-534.935,23324.421,768.667,1548.554,1279.228,16.447,72.615,257923.603
12/01/1997,163855.678,8201.209,26565.204,130.231,55456.541,-544.151,25443.845,667.739,1617.037,1389.527,11.894,71.515,282871.604
01/01/1998,160360.115,7089.253,23759.345,196.608,57888.88,-44.501,28330.826,939.033,1375.484,1402.262,8.78,17.395,281336.98
02/01/1998,139689.849,6307.912,18713.574,177.581,50998.718,125.32,29488.745,601.593,1390.296,1113.638,6.785,8.186,248634.389
03/01/1998,147901.511,9631.865,27296.746,196.608,53711.047,-15.434,31151.956,692.759,1638.468,1388.853,49.888,6.139,273663.906
04/01/1998,135407.765,7562.351,26849.263,190.265,47502.988,-439.095,28124.049,698.205,1605.188,914.509,55.476,85.951,248569.979
05/01/1998,148792.084,10577.37,39576.722,196.608,51496.327,-731.443,32634.424,738.235,1767.256,823.407,37.715,143.252,286065.456
06/01/1998,161122.231,13468.566,50933.616,190.265,55731.853,-679.183,31794.087,383.287,1427.674,1009.301,66.85,394.967,315856.578
07/01/1998,176980.559,15100.741,61295.676,196.608,61499.085,-670.138,28174.369,724.999,1637.348,1280.061,81.018,547.429,346861.255
08/01/1998,176421.013,14468.937,62241.478,196.608,60368.984,-707.132,24686.119,771.001,1640.753,1377.533,72.837,421.571,341973.2
09/01/1998,158732.176,11692.334,52481.099,190.265,57205.864,-273.845,20474.207,751.914,1578.805,1352.908,51.884,475.803,304726.476
10/01/1998,147849.329,8141.602,34765.459,196.608,57429.377,-504.304,18565.227,836.378,1738.427,1493.723,37.516,298.784,270861.624
11/01/1998,141174.369,8211.209,24971.717,190.265,57372.39,-531.517,19681.952,655.134,1429.015,1330.988,20.155,181.112,254699.853
12/01/1998,155762.305,9958.95,26407.884,196.608,62496.591,3.991,24760.66,815.591,2004.462,1286.734,13.57,445.106,284165.95
01/01/1999,163017.163,12577.741,27518.612,136.45,65689.472,-558.863,29070.39,913.072,1471.922,1323.272,7.667,337.019,301515.718
02/01/1999,139944.645,9994.242,23333.051,123.245,57489.279,-362.803,28255.888,637.686,1560.279,1066.11,14.029,308.918,262375.227
03/01/1999,148914.579,10683.528,31705.667,136.45,58838.125,-383.865,31590.462,508.323,1591.933,1254.848,38.334,446.692,285336.877
04/01/1999,140376.421,9008.366,38815.715,132.048,48529.139,-470.855,26921.795,746.748,1740.378,1055.693,54.81,373.317,267294.994
05/01/1999,146738.455,9317.124,41299.393,136.45,56056.776,-684.81,28554.204,987.086,1842.318,1309.989,63.292,275.548,285907.624
06/01/1999,159879.779,10274.429,49195.929,132.048,62300.248,-569.075,30100.784,682.938,1770.407,1212.609,66.065,253.887,315311.468
07/01/1999,181287.756,14840.022,65082.512,136.45,66814.583,-606.2,29233.124,866.406,1664.694,1223.695,66.555,456.059,361077.456
08/01/1999,175317.462,12320.725,63945.144,136.45,68142.717,-760.631,25333.959,825.398,1563.216,1249.497,54.647,382.294,348522.676
09/01/1999,156297.977,7722.669,42500.647,132.048,60935.054,-414.793,20573.213,735.917,1600.581,1255.613,38.008,377.415,291765.768
10/01/1999,148843.457,6446.206,36918.665,136.45,55343.056,-462.683,19599.3,604.406,1590.189,1301.961,48.611,418.591,270800.008
11/01/1999,142367.465,4413.309,26158.826,132.048,60552.304,-442.143,20840.674,804.298,1573.385,1235.067,25.121,354.192,258025.967
12/01/1999,155632.564,3940.767,26521.795,136.45,67563.373,-380.178,24589.265,648.426,1523.749,1338.658,17.944,504.066,282048.678
01/01/2000,176226.539,6953.378,32342.739,171.767,70762.352,-524.814,24952.98,555.786,1656.967,1272.318,9.119,645.286,315034.994
02/01/2000,157450.381,4640.703,28803.653,160.685,64178.502,-448,22137.989,745.571,1719.457,1173.817,21.147,705.904,281299.705
03/01/2000,154990.249,4333.731,35966.894,171.767,62736.512,-596.22,26292.566,781.988,1959.683,1186.479,27.356,350.019,288211.601
04/01/2000,140225.117,4531.761,37303.423,166.226,58259.145,-382.332,28051.827,741.701,1952.655,1242.898,36.862,330.074,272469.594
05/01/2000,153663.907,8370.158,51929.914,171.767,63975.913,-485.562,26999.355,706.367,2096.521,1190.11,54.712,408.095,309091.833
06/01/2000,166892.895,10777.186,52073.745,166.226,67298.55,-558.728,24798.005,616.706,1687.053,1164.041,58.204,447.007,325431.127
07/01/2000,172583.076,10206.685,62497.457,171.767,68971.667,-276.34,23759.607,753.501,1763.899,1199.699,82.456,379.937,342103.987
08/01/2000,179400.573,12662.874,68384.587,171.767,67226.15,-354.414,21643.161,775,1688.803,1201.654,66.352,376.417,353253.501
09/01/2000,160113.33,10913.14,48759.429,166.226,58266.574,-636.243,17527.015,700.957,1612.272,1008.004,61.696,332.42,298835.056
10/01/2000,157145.875,8391.103,36868.713,171.767,52469.741,-395.512,16921.949,849.373,1738.687,1087.326,40.161,411.419,275711.179
11/01/2000,153697.147,7161.977,30880.84,166.226,56471.424,-350.494,18866.338,830.446,1601.819,1146.445,19.983,823.033,271325.421
12/01/2000,170722.202,16249.427,32166.607,171.767,63276.41,-530.2,19386.899,858.678,829.269,1220.367,15.327,383.652,304760.982
01/01/2001,175303.443,17395.982,35260.74,40.311,68707.077,-588.626,18611.423,756.608,1074.466,1229.325,6.5,389.25,318736.349
02/01/2001,148059.242,9816.608,31636.081,42.181,61272.407,-706.956,17231.563,625.396,982.758,1073.044,12.568,431.242,270971.381
03/01/2001,153452.065,11206.697,37452.992,45.323,62140.712,-773.345,20132.657,678.018,1068.246,1190.023,31.498,532.12,287699.975
04/01/2001,139033.762,10415.996,39413.099,43.303,56003.026,-795.915,17722.781,615.682,1042.314,1094.991,38.759,684.695,265855.153
05/01/2001,150043.237,9933.71,44283.324,50.532,61512.445,-622.526,18875.189,658.929,1085.759,1071.38,81.053,635.029,288165.683
06/01/2001,160887.899,11412.905,50854.424,51.089,68023.098,-773.65,20429.638,755.827,1099.375,1087.828,91.143,669.634,315147.762
07/01/2001,177141.591,10587.483,65545.858,58.828,69166.04,-870.786,17832.011,748.126,1151.474,1178.533,91.994,634.992,343833.921
08/01/2001,181052.501,13770.52,70693.358,57.18,68389.496,-714.613,18592.898,767.238,1153.697,1167.238,85.299,577.206,356152.439
09/01/2001,152449.852,6925.826,53011.705,47.394,63378.451,-928.405,15009.421,701.535,1063.869,1139.01,64.803,490.229,293881.677
10/01/2001,147218.337,6081.118,49147.153,44.011,60460.967,-615.247,15024.444,630.715,1077.336,1161.727,20.813,606.829,281390.749
11/01/2001,142472.721,5520.169,37493.802,46.01,62341.711,-810.802,15211.317,654.746,1047.722,1157.17,14.289,470.448,266155.371
12/01/2001,155711.485,6081.876,40147.146,59.629,67430.878,-622.574,19075.95,700.976,1097.414,1190.232,4.036,615.657,292062.57
01/01/2002,162520.952,6264.842,40827.445,201.305,70925.863,-750.105,21498.33,805.323,1084.051,1287.483,11.32,811.402,306171.074
02/01/2002,141429.883,5300.406,37533.119,106.794,61658.274,-586.188,19911.735,652.446,954.592,1132.195,23.565,713.931,269476.163
03/01/2002,149724.027,7826.112,43875.369,160.472,63040.647,-684.133,20731.744,776.018,1093.628,1244.968,44.397,852.102,289322.378
04/01/2002,140497.99,7463.229,42700.533,130.859,58437.062,-584.772,23929.248,660.789,1018.014,1114.735,45.858,1024.417,277126.362
05/01/2002,149646.226,7766.518,43200.381,128.366,63032.192,-538.788,26375.039,701.791,1089.455,1215.874,57.64,1077.641,294517.218
06/01/2002,162736.26,7427.938,58686.294,140.379,66371.896,-863.077,27957.118,748.668,1140.337,1150.799,95.543,1126.316,327552.617
07/01/2002,181001.267,9503.932,76390.914,197.847,70420.827,-997.855,25196.104,800.944,1203.936,1262.246,85.537,890.455,366979.526
08/01/2002,177961.921,9349.812,76935.97,201.698,70777.688,-934.63,20805.83,779.345,1211.007,1227.097,74.925,976.691,360350.959
09/01/2002,163497.093,7702.867,61381.09,181.046,64480.79,-776.518,16838.834,807.506,1112.876,1195.081,52.608,735.829,317976.124
10/01/2002,157194.815,7690.444,47931.718,170.689,60493.052,-680.998,16827.692,738.549,1061.666,1235.076,30.956,734.355,294096.127
11/01/2002,154171.746,5816.874,38736.618,164.627,61520.324,-666.344,19281.652,755.575,1047.148,1189.365,28.175,655.947,283373.892
12/01/2002,170230.632,7620.294,39483.793,185.769,68905.472,-679.52,21138.061,782.372,1128.311,1236.391,4.307,755.194,311515.511
01/01/2003,179356.205,12090.287,42546.203,265.779,69211.084,-802.368,20238.755,862.923,1156.081,1257.64,13.217,632.339,327445.552
02/01/2003,155283.289,10312.614,37040.553,237.334,60941.869,-758.887,19473.938,762.737,1012.687,1130.352,17.83,745.375,286699.229
03/01/2003,153322.956,9746.795,39959.137,228.992,59933.261,-777.512,23830.133,784.222,1163.717,1212.859,50.027,1036.104,291086.055
04/01/2003,140368.836,8152.092,38725.144,243.336,56775.591,-545.625,24512.34,729.953,1139.688,1166.455,60.309,1092.766,273016.143
05/01/2003,148573.997,7602.584,42536.347,251.206,62201.96,-596.848,29002.86,669.488,1144.658,1168.695,67.962,1006.383,294240.978
06/01/2003,160558.842,10512.538,47554.342,204.767,64180.727,-762.338,28217.145,743.069,1131.965,1222.791,90.682,1047.145,315306.203
07/01/2003,180005.823,11681.525,69623.298,212.116,69652.754,-745.14,24472.351,883.362,1227.622,1227.969,62.407,953.396,360115.67
08/01/2003,183469.256,11984.963,75772.889,203.357,69023.878,-805.987,22596.952,887.649,1211.507,1219.447,61.992,815.429,367420.217
09/01/2003,163243.213,8222.075,52177.603,204.509,63583.645,-769.142,18143.748,800.459,1141.535,1203.498,55.857,895.054,309751.465
10/01/2003,157577.568,8118.788,45022.385,180.906,60016.207,-615.06,18092.996,787.885,1112.056,1195.451,35.436,897.161,293288.828
11/01/2003,156536.197,6080.397,38942.101,209.829,59600.02,-695.409,19362.887,793.737,1127.186,1151.237,14.031,961.433,284902.426
12/01/2003,174417.644,9192.542,37403.387,204.963,68611.699,-660.749,23567.553,822.193,1238.93,1267.837,4.251,1104.881,317886.508
01/01/2004,178714.851,14534.853,41225.862,250.52,70806.16,-768.241,22650.527,845.834,1066.624,1294.777,12.61,999.445,332296.45
02/01/2004,159782.9,8801.184,43660.996,276.58,64101.949,-691.561,20626.488,800.335,1031.327,1214.123,10.862,1021.569,301278.003
03/01/2004,152551.421,9200.141,43021.771,286.939,63285.116,-653.318,22628.665,810.511,1097.365,1241.004,52.929,1291.224,295507.578
04/01/2004,139830.581,8566.97,45313.735,310.721,58620.255,-668.89,20670.046,696.376,1085.269,1161.384,56.902,1294.857,277603.289
05/01/2004,155287.538,9755.293,54948.335,322.218,64917.412,-688.911,23810.747,719.82,1138.474,1207.536,81.776,1701.651,313916.053
06/01/2004,165842.103,10328.212,57732.388,308.112,67734.073,-718.404,25051.758,736.521,1100.804,1224.702,87.876,1397.206,331530.503
07/01/2004,179599.998,11540.972,71760.175,325.238,71975.04,-693.449,23112.612,896.748,1116.936,1277.531,82.103,1164.37,362932
